sample_id,complexity_label,image_path_in_zip,action_json_file,complexity_score,cached_image_path
00131227,low,images/0013/00131227_0.png,00131227.json,0.002451,evidence/videocad/notes/h1_proxy_experiment/cache_images/images/0013/00131227_0.png
00135515,low,images/0013/00135515_0.png,00135515.json,0.029664,evidence/videocad/notes/h1_proxy_experiment/cache_images/images/0013/00135515_0.png
00107754,low,images/0010/00107754_0.png,00107754.json,0.044746,evidence/videocad/notes/h1_proxy_experiment/cache_images/images/0010/00107754_0.png
00250773,low,images/0025/00250773_0.png,00250773.json,0.016496,evidence/videocad/notes/h1_proxy_experiment/cache_images/images/0025/00250773_0.png
00075074,low,images/0007/00075074_0.png,00075074.json,0.004035,evidence/videocad/notes/h1_proxy_experiment/cache_images/images/0007/00075074_0.png
00043287,low,images/0004/00043287_0.png,00043287.json,0.003493,evidence/videocad/notes/h1_proxy_experiment/cache_images/images/0004/00043287_0.png
00261477,low,images/0026/00261477_0.png,00261477.json,0.01969,evidence/videocad/notes/h1_proxy_experiment/cache_images/images/0026/00261477_0.png
00051554,low,images/0005/00051554_0.png,00051554.json,0.04423,evidence/videocad/notes/h1_proxy_experiment/cache_images/images/0005/00051554_0.png
00193684,low,images/0019/00193684_0.png,00193684.json,0.003192,evidence/videocad/notes/h1_proxy_experiment/cache_images/images/0019/00193684_0.png
00052541,low,images/0005/00052541_0.png,00052541.json,0.070057,evidence/videocad/notes/h1_proxy_experiment/cache_images/images/0005/00052541_0.png
00106814,low,images/0010/00106814_0.png,00106814.json,0.060248,evidence/videocad/notes/h1_proxy_experiment/cache_images/images/0010/00106814_0.png
00101931,low,images/0010/00101931_0.png,00101931.json,0.094514,evidence/videocad/notes/h1_proxy_experiment/cache_images/images/0010/00101931_0.png
00147327,low,images/0014/00147327_0.png,00147327.json,0.044716,evidence/videocad/notes/h1_proxy_experiment/cache_images/images/0014/00147327_0.png
00149262,low,images/0014/00149262_0.png,00149262.json,0.031098,evidence/videocad/notes/h1_proxy_experiment/cache_images/images/0014/00149262_0.png
00181880,low,images/0018/00181880_0.png,00181880.json,0.044089,evidence/videocad/notes/h1_proxy_experiment/cache_images/images/0018/00181880_0.png
00088881,low,images/0008/00088881_0.png,00088881.json,0.045635,evidence/videocad/notes/h1_proxy_experiment/cache_images/images/0008/00088881_0.png
00271208,low,images/0027/00271208_0.png,00271208.json,0.042959,evidence/videocad/notes/h1_proxy_experiment/cache_images/images/0027/00271208_0.png
00219620,low,images/0021/00219620_0.png,00219620.json,0.05507,evidence/videocad/notes/h1_proxy_experiment/cache_images/images/0021/00219620_0.png
00049825,low,images/0004/00049825_0.png,00049825.json,0.00284,evidence/videocad/notes/h1_proxy_experiment/cache_images/images/0004/00049825_0.png
00307463,low,images/0030/00307463_0.png,00307463.json,0.037665,evidence/videocad/notes/h1_proxy_experiment/cache_images/images/0030/00307463_0.png
00137045,low,images/0013/00137045_0.png,00137045.json,0.042313,evidence/videocad/notes/h1_proxy_experiment/cache_images/images/0013/00137045_0.png
00215131,low,images/0021/00215131_0.png,00215131.json,0.042792,evidence/videocad/notes/h1_proxy_experiment/cache_images/images/0021/00215131_0.png
00261553,low,images/0026/00261553_0.png,00261553.json,0.017623,evidence/videocad/notes/h1_proxy_experiment/cache_images/images/0026/00261553_0.png
00202336,low,images/0020/00202336_0.png,00202336.json,0.02917,evidence/videocad/notes/h1_proxy_experiment/cache_images/images/0020/00202336_0.png
00274774,low,images/0027/00274774_0.png,00274774.json,0.058599,evidence/videocad/notes/h1_proxy_experiment/cache_images/images/0027/00274774_0.png
00062458,low,images/0006/00062458_0.png,00062458.json,0.002961,evidence/videocad/notes/h1_proxy_experiment/cache_images/images/0006/00062458_0.png
00047518,low,images/0004/00047518_0.png,00047518.json,0.003152,evidence/videocad/notes/h1_proxy_experiment/cache_images/images/0004/00047518_0.png
00104598,low,images/0010/00104598_0.png,00104598.json,0.028856,evidence/videocad/notes/h1_proxy_experiment/cache_images/images/0010/00104598_0.png
00049568,low,images/0004/00049568_0.png,00049568.json,0.00334,evidence/videocad/notes/h1_proxy_experiment/cache_images/images/0004/00049568_0.png
00152397,low,images/0015/00152397_0.png,00152397.json,0.072552,evidence/videocad/notes/h1_proxy_experiment/cache_images/images/0015/00152397_0.png
00040139,low,images/0004/00040139_0.png,00040139.json,0.082031,evidence/videocad/notes/h1_proxy_experiment/cache_images/images/0004/00040139_0.png
00051124,low,images/0005/00051124_0.png,00051124.json,0.045202,evidence/videocad/notes/h1_proxy_experiment/cache_images/images/0005/00051124_0.png
00263921,low,images/0026/00263921_0.png,00263921.json,0.075499,evidence/videocad/notes/h1_proxy_experiment/cache_images/images/0026/00263921_0.png
00288326,low,images/0028/00288326_0.png,00288326.json,0.043454,evidence/videocad/notes/h1_proxy_experiment/cache_images/images/0028/00288326_0.png
00263945,low,images/0026/00263945_0.png,00263945.json,0.042591,evidence/videocad/notes/h1_proxy_experiment/cache_images/images/0026/00263945_0.png
00162240,low,images/0016/00162240_0.png,00162240.json,0.002548,evidence/videocad/notes/h1_proxy_experiment/cache_images/images/0016/00162240_0.png
00010156,low,images/0001/00010156_0.png,00010156.json,0.004072,evidence/videocad/notes/h1_proxy_experiment/cache_images/images/0001/00010156_0.png
00083744,low,images/0008/00083744_0.png,00083744.json,0.080714,evidence/videocad/notes/h1_proxy_experiment/cache_images/images/0008/00083744_0.png
00180447,low,images/0018/00180447_0.png,00180447.json,0.04685,evidence/videocad/notes/h1_proxy_experiment/cache_images/images/0018/00180447_0.png
00282107,low,images/0028/00282107_0.png,00282107.json,0.050047,evidence/videocad/notes/h1_proxy_experiment/cache_images/images/0028/00282107_0.png
00105159,low,images/0010/00105159_0.png,00105159.json,0.092587,evidence/videocad/notes/h1_proxy_experiment/cache_images/images/0010/00105159_0.png
00109744,low,images/0010/00109744_0.png,00109744.json,0.099039,evidence/videocad/notes/h1_proxy_experiment/cache_images/images/0010/00109744_0.png
00285238,low,images/0028/00285238_0.png,00285238.json,0.098979,evidence/videocad/notes/h1_proxy_experiment/cache_images/images/0028/00285238_0.png
00126187,low,images/0012/00126187_0.png,00126187.json,0.02795,evidence/videocad/notes/h1_proxy_experiment/cache_images/images/0012/00126187_0.png
00076621,low,images/0007/00076621_0.png,00076621.json,0.028853,evidence/videocad/notes/h1_proxy_experiment/cache_images/images/0007/00076621_0.png
00088351,low,images/0008/00088351_0.png,00088351.json,0.044407,evidence/videocad/notes/h1_proxy_experiment/cache_images/images/0008/00088351_0.png
00076755,low,images/0007/00076755_0.png,00076755.json,0.030405,evidence/videocad/notes/h1_proxy_experiment/cache_images/images/0007/00076755_0.png
00168398,low,images/0016/00168398_0.png,00168398.json,0.041632,evidence/videocad/notes/h1_proxy_experiment/cache_images/images/0016/00168398_0.png
00139754,low,images/0013/00139754_0.png,00139754.json,0.082054,evidence/videocad/notes/h1_proxy_experiment/cache_images/images/0013/00139754_0.png
00043616,low,images/0004/00043616_0.png,00043616.json,0.001391,evidence/videocad/notes/h1_proxy_experiment/cache_images/images/0004/00043616_0.png
00287838,low,images/0028/00287838_0.png,00287838.json,0.057149,evidence/videocad/notes/h1_proxy_experiment/cache_images/images/0028/00287838_0.png
00098042,low,images/0009/00098042_0.png,00098042.json,0.014975,evidence/videocad/notes/h1_proxy_experiment/cache_images/images/0009/00098042_0.png
00131359,low,images/0013/00131359_0.png,00131359.json,0.0428,evidence/videocad/notes/h1_proxy_experiment/cache_images/images/0013/00131359_0.png
00268318,low,images/0026/00268318_0.png,00268318.json,0.03067,evidence/videocad/notes/h1_proxy_experiment/cache_images/images/0026/00268318_0.png
00286320,low,images/0028/00286320_0.png,00286320.json,0.044125,evidence/videocad/notes/h1_proxy_experiment/cache_images/images/0028/00286320_0.png
00082961,low,images/0008/00082961_0.png,00082961.json,0.044688,evidence/videocad/notes/h1_proxy_experiment/cache_images/images/0008/00082961_0.png
00062929,low,images/0006/00062929_0.png,00062929.json,0.035373,evidence/videocad/notes/h1_proxy_experiment/cache_images/images/0006/00062929_0.png
00078689,low,images/0007/00078689_0.png,00078689.json,0.016086,evidence/videocad/notes/h1_proxy_experiment/cache_images/images/0007/00078689_0.png
00215035,low,images/0021/00215035_0.png,00215035.json,0.043977,evidence/videocad/notes/h1_proxy_experiment/cache_images/images/0021/00215035_0.png
00272871,low,images/0027/00272871_0.png,00272871.json,0.041168,evidence/videocad/notes/h1_proxy_experiment/cache_images/images/0027/00272871_0.png
00284177,low,images/0028/00284177_0.png,00284177.json,0.098652,evidence/videocad/notes/h1_proxy_experiment/cache_images/images/0028/00284177_0.png
00302881,low,images/0030/00302881_2.png,00302881.json,0.029264,evidence/videocad/notes/h1_proxy_experiment/cache_images/images/0030/00302881_2.png
00022064,low,images/0002/00022064_3.png,00022064.json,0.085574,evidence/videocad/notes/h1_proxy_experiment/cache_images/images/0002/00022064_3.png
00072862,low,images/0007/00072862_0.png,00072862.json,0.043359,evidence/videocad/notes/h1_proxy_experiment/cache_images/images/0007/00072862_0.png
00264370,low,images/0026/00264370_0.png,00264370.json,0.043804,evidence/videocad/notes/h1_proxy_experiment/cache_images/images/0026/00264370_0.png
00209308,low,images/0020/00209308_0.png,00209308.json,0.097512,evidence/videocad/notes/h1_proxy_experiment/cache_images/images/0020/00209308_0.png
00132510,low,images/0013/00132510_0.png,00132510.json,0.095833,evidence/videocad/notes/h1_proxy_experiment/cache_images/images/0013/00132510_0.png
00264702,low,images/0026/00264702_0.png,00264702.json,0.044396,evidence/videocad/notes/h1_proxy_experiment/cache_images/images/0026/00264702_0.png
00147043,low,images/0014/00147043_0.png,00147043.json,0.048264,evidence/videocad/notes/h1_proxy_experiment/cache_images/images/0014/00147043_0.png
00219906,low,images/0021/00219906_0.png,00219906.json,0.0977,evidence/videocad/notes/h1_proxy_experiment/cache_images/images/0021/00219906_0.png
00287589,low,images/0028/00287589_0.png,00287589.json,0.080426,evidence/videocad/notes/h1_proxy_experiment/cache_images/images/0028/00287589_0.png
00014617,low,images/0001/00014617_0.png,00014617.json,0.042749,evidence/videocad/notes/h1_proxy_experiment/cache_images/images/0001/00014617_0.png
00093057,low,images/0009/00093057_0.png,00093057.json,0.04562,evidence/videocad/notes/h1_proxy_experiment/cache_images/images/0009/00093057_0.png
00090450,medium,images/0009/00090450_0.png,00090450.json,0.106519,evidence/videocad/notes/h1_proxy_experiment/cache_images/images/0009/00090450_0.png
00145543,medium,images/0014/00145543_0.png,00145543.json,0.118794,evidence/videocad/notes/h1_proxy_experiment/cache_images/images/0014/00145543_0.png
00140707,medium,images/0014/00140707_0.png,00140707.json,0.153704,evidence/videocad/notes/h1_proxy_experiment/cache_images/images/0014/00140707_0.png
00155496,medium,images/0015/00155496_0.png,00155496.json,0.144916,evidence/videocad/notes/h1_proxy_experiment/cache_images/images/0015/00155496_0.png
00101544,medium,images/0010/00101544_0.png,00101544.json,0.11849,evidence/videocad/notes/h1_proxy_experiment/cache_images/images/0010/00101544_0.png
00212636,medium,images/0021/00212636_0.png,00212636.json,0.111001,evidence/videocad/notes/h1_proxy_experiment/cache_images/images/0021/00212636_0.png
00161927,medium,images/0016/00161927_0.png,00161927.json,0.173875,evidence/videocad/notes/h1_proxy_experiment/cache_images/images/0016/00161927_0.png
00048524,medium,images/0004/00048524_0.png,00048524.json,0.224308,evidence/videocad/notes/h1_proxy_experiment/cache_images/images/0004/00048524_0.png
00244715,medium,images/0024/00244715_0.png,00244715.json,0.165748,evidence/videocad/notes/h1_proxy_experiment/cache_images/images/0024/00244715_0.png
00189235,medium,images/0018/00189235_0.png,00189235.json,0.11319,evidence/videocad/notes/h1_proxy_experiment/cache_images/images/0018/00189235_0.png
00026658,medium,images/0002/00026658_0.png,00026658.json,0.214414,evidence/videocad/notes/h1_proxy_experiment/cache_images/images/0002/00026658_0.png
00250470,medium,images/0025/00250470_0.png,00250470.json,0.164291,evidence/videocad/notes/h1_proxy_experiment/cache_images/images/0025/00250470_0.png
00104965,medium,images/0010/00104965_0.png,00104965.json,0.125184,evidence/videocad/notes/h1_proxy_experiment/cache_images/images/0010/00104965_0.png
00115010,medium,images/0011/00115010_0.png,00115010.json,0.143724,evidence/videocad/notes/h1_proxy_experiment/cache_images/images/0011/00115010_0.png
00095751,medium,images/0009/00095751_0.png,00095751.json,0.102506,evidence/videocad/notes/h1_proxy_experiment/cache_images/images/0009/00095751_0.png
00132335,medium,images/0013/00132335_0.png,00132335.json,0.172494,evidence/videocad/notes/h1_proxy_experiment/cache_images/images/0013/00132335_0.png
00207361,medium,images/0020/00207361_0.png,00207361.json,0.226307,evidence/videocad/notes/h1_proxy_experiment/cache_images/images/0020/00207361_0.png
00126062,medium,images/0012/00126062_0.png,00126062.json,0.146723,evidence/videocad/notes/h1_proxy_experiment/cache_images/images/0012/00126062_0.png
00019606,medium,images/0001/00019606_0.png,00019606.json,0.106844,evidence/videocad/notes/h1_proxy_experiment/cache_images/images/0001/00019606_0.png
00284650,medium,images/0028/00284650_0.png,00284650.json,0.144013,evidence/videocad/notes/h1_proxy_experiment/cache_images/images/0028/00284650_0.png
00280471,medium,images/0028/00280471_0.png,00280471.json,0.114777,evidence/videocad/notes/h1_proxy_experiment/cache_images/images/0028/00280471_0.png
00289811,medium,images/0028/00289811_0.png,00289811.json,0.161923,evidence/videocad/notes/h1_proxy_experiment/cache_images/images/0028/00289811_0.png
00284189,medium,images/0028/00284189_0.png,00284189.json,0.10771,evidence/videocad/notes/h1_proxy_experiment/cache_images/images/0028/00284189_0.png
00256867,medium,images/0025/00256867_0.png,00256867.json,0.185155,evidence/videocad/notes/h1_proxy_experiment/cache_images/images/0025/00256867_0.png
00125949,medium,images/0012/00125949_0.png,00125949.json,0.20361,evidence/videocad/notes/h1_proxy_experiment/cache_images/images/0012/00125949_0.png
00021652,medium,images/0002/00021652_3.png,00021652.json,0.20174,evidence/videocad/notes/h1_proxy_experiment/cache_images/images/0002/00021652_3.png
00183507,medium,images/0018/00183507_0.png,00183507.json,0.193506,evidence/videocad/notes/h1_proxy_experiment/cache_images/images/0018/00183507_0.png
00082679,medium,images/0008/00082679_0.png,00082679.json,0.20975,evidence/videocad/notes/h1_proxy_experiment/cache_images/images/0008/00082679_0.png
00042478,medium,images/0004/00042478_0.png,00042478.json,0.165908,evidence/videocad/notes/h1_proxy_experiment/cache_images/images/0004/00042478_0.png
00022543,medium,images/0002/00022543_0.png,00022543.json,0.159,evidence/videocad/notes/h1_proxy_experiment/cache_images/images/0002/00022543_0.png
00016783,medium,images/0001/00016783_0.png,00016783.json,0.163724,evidence/videocad/notes/h1_proxy_experiment/cache_images/images/0001/00016783_0.png
00017280,medium,images/0001/00017280_0.png,00017280.json,0.21643,evidence/videocad/notes/h1_proxy_experiment/cache_images/images/0001/00017280_0.png
00105214,medium,images/0010/00105214_0.png,00105214.json,0.168532,evidence/videocad/notes/h1_proxy_experiment/cache_images/images/0010/00105214_0.png
00182126,medium,images/0018/00182126_0.png,00182126.json,0.183689,evidence/videocad/notes/h1_proxy_experiment/cache_images/images/0018/00182126_0.png
00196721,medium,images/0019/00196721_0.png,00196721.json,0.219739,evidence/videocad/notes/h1_proxy_experiment/cache_images/images/0019/00196721_0.png
00126778,medium,images/0012/00126778_0.png,00126778.json,0.155158,evidence/videocad/notes/h1_proxy_experiment/cache_images/images/0012/00126778_0.png
00158633,medium,images/0015/00158633_0.png,00158633.json,0.191376,evidence/videocad/notes/h1_proxy_experiment/cache_images/images/0015/00158633_0.png
00244764,medium,images/0024/00244764_0.png,00244764.json,0.10412,evidence/videocad/notes/h1_proxy_experiment/cache_images/images/0024/00244764_0.png
00243161,medium,images/0024/00243161_0.png,00243161.json,0.145526,evidence/videocad/notes/h1_proxy_experiment/cache_images/images/0024/00243161_0.png
00096328,medium,images/0009/00096328_0.png,00096328.json,0.190561,evidence/videocad/notes/h1_proxy_experiment/cache_images/images/0009/00096328_0.png
00274049,medium,images/0027/00274049_0.png,00274049.json,0.143259,evidence/videocad/notes/h1_proxy_experiment/cache_images/images/0027/00274049_0.png
00208819,medium,images/0020/00208819_0.png,00208819.json,0.141246,evidence/videocad/notes/h1_proxy_experiment/cache_images/images/0020/00208819_0.png
00183225,medium,images/0018/00183225_0.png,00183225.json,0.22078,evidence/videocad/notes/h1_proxy_experiment/cache_images/images/0018/00183225_0.png
00095073,medium,images/0009/00095073_0.png,00095073.json,0.166644,evidence/videocad/notes/h1_proxy_experiment/cache_images/images/0009/00095073_0.png
00262256,medium,images/0026/00262256_0.png,00262256.json,0.168611,evidence/videocad/notes/h1_proxy_experiment/cache_images/images/0026/00262256_0.png
00305840,medium,images/0030/00305840_0.png,00305840.json,0.118789,evidence/videocad/notes/h1_proxy_experiment/cache_images/images/0030/00305840_0.png
00154499,medium,images/0015/00154499_0.png,00154499.json,0.190478,evidence/videocad/notes/h1_proxy_experiment/cache_images/images/0015/00154499_0.png
00267814,medium,images/0026/00267814_0.png,00267814.json,0.105335,evidence/videocad/notes/h1_proxy_experiment/cache_images/images/0026/00267814_0.png
00280345,medium,images/0028/00280345_0.png,00280345.json,0.105731,evidence/videocad/notes/h1_proxy_experiment/cache_images/images/0028/00280345_0.png
00189200,medium,images/0018/00189200_0.png,00189200.json,0.181727,evidence/videocad/notes/h1_proxy_experiment/cache_images/images/0018/00189200_0.png
00273887,medium,images/0027/00273887_0.png,00273887.json,0.195321,evidence/videocad/notes/h1_proxy_experiment/cache_images/images/0027/00273887_0.png
00041550,medium,images/0004/00041550_0.png,00041550.json,0.126937,evidence/videocad/notes/h1_proxy_experiment/cache_images/images/0004/00041550_0.png
00244470,medium,images/0024/00244470_0.png,00244470.json,0.123692,evidence/videocad/notes/h1_proxy_experiment/cache_images/images/0024/00244470_0.png
00141406,medium,images/0014/00141406_0.png,00141406.json,0.167985,evidence/videocad/notes/h1_proxy_experiment/cache_images/images/0014/00141406_0.png
00207033,medium,images/0020/00207033_0.png,00207033.json,0.163759,evidence/videocad/notes/h1_proxy_experiment/cache_images/images/0020/00207033_0.png
00032317,medium,images/0003/00032317_0.png,00032317.json,0.161399,evidence/videocad/notes/h1_proxy_experiment/cache_images/images/0003/00032317_0.png
00130513,medium,images/0013/00130513_0.png,00130513.json,0.148403,evidence/videocad/notes/h1_proxy_experiment/cache_images/images/0013/00130513_0.png
00058670,medium,images/0005/00058670_0.png,00058670.json,0.109385,evidence/videocad/notes/h1_proxy_experiment/cache_images/images/0005/00058670_0.png
00284835,medium,images/0028/00284835_0.png,00284835.json,0.133274,evidence/videocad/notes/h1_proxy_experiment/cache_images/images/0028/00284835_0.png
00094256,medium,images/0009/00094256_0.png,00094256.json,0.174428,evidence/videocad/notes/h1_proxy_experiment/cache_images/images/0009/00094256_0.png
00244189,medium,images/0024/00244189_0.png,00244189.json,0.10799,evidence/videocad/notes/h1_proxy_experiment/cache_images/images/0024/00244189_0.png
00052984,medium,images/0005/00052984_0.png,00052984.json,0.125095,evidence/videocad/notes/h1_proxy_experiment/cache_images/images/0005/00052984_0.png
00213099,medium,images/0021/00213099_0.png,00213099.json,0.10458,evidence/videocad/notes/h1_proxy_experiment/cache_images/images/0021/00213099_0.png
00272848,medium,images/0027/00272848_0.png,00272848.json,0.206446,evidence/videocad/notes/h1_proxy_experiment/cache_images/images/0027/00272848_0.png
00287481,medium,images/0028/00287481_0.png,00287481.json,0.165502,evidence/videocad/notes/h1_proxy_experiment/cache_images/images/0028/00287481_0.png
00186634,medium,images/0018/00186634_0.png,00186634.json,0.140265,evidence/videocad/notes/h1_proxy_experiment/cache_images/images/0018/00186634_0.png
00101394,medium,images/0010/00101394_0.png,00101394.json,0.183836,evidence/videocad/notes/h1_proxy_experiment/cache_images/images/0010/00101394_0.png
00258652,medium,images/0025/00258652_0.png,00258652.json,0.123688,evidence/videocad/notes/h1_proxy_experiment/cache_images/images/0025/00258652_0.png
00261589,medium,images/0026/00261589_0.png,00261589.json,0.111532,evidence/videocad/notes/h1_proxy_experiment/cache_images/images/0026/00261589_0.png
00101307,medium,images/0010/00101307_0.png,00101307.json,0.099878,evidence/videocad/notes/h1_proxy_experiment/cache_images/images/0010/00101307_0.png
00114186,medium,images/0011/00114186_0.png,00114186.json,0.110158,evidence/videocad/notes/h1_proxy_experiment/cache_images/images/0011/00114186_0.png
00124820,medium,images/0012/00124820_0.png,00124820.json,0.110241,evidence/videocad/notes/h1_proxy_experiment/cache_images/images/0012/00124820_0.png
00271101,medium,images/0027/00271101_0.png,00271101.json,0.202902,evidence/videocad/notes/h1_proxy_experiment/cache_images/images/0027/00271101_0.png
00148976,medium,images/0014/00148976_0.png,00148976.json,0.224028,evidence/videocad/notes/h1_proxy_experiment/cache_images/images/0014/00148976_0.png
00102037,medium,images/0010/00102037_0.png,00102037.json,0.119354,evidence/videocad/notes/h1_proxy_experiment/cache_images/images/0010/00102037_0.png
00123530,medium,images/0012/00123530_0.png,00123530.json,0.214178,evidence/videocad/notes/h1_proxy_experiment/cache_images/images/0012/00123530_0.png
00105341,medium,images/0010/00105341_0.png,00105341.json,0.106518,evidence/videocad/notes/h1_proxy_experiment/cache_images/images/0010/00105341_0.png
00137199,medium,images/0013/00137199_0.png,00137199.json,0.215295,evidence/videocad/notes/h1_proxy_experiment/cache_images/images/0013/00137199_0.png
00059502,medium,images/0005/00059502_0.png,00059502.json,0.107255,evidence/videocad/notes/h1_proxy_experiment/cache_images/images/0005/00059502_0.png
00183660,medium,images/0018/00183660_0.png,00183660.json,0.106253,evidence/videocad/notes/h1_proxy_experiment/cache_images/images/0018/00183660_0.png
00244602,medium,images/0024/00244602_0.png,00244602.json,0.119948,evidence/videocad/notes/h1_proxy_experiment/cache_images/images/0024/00244602_0.png
00088882,medium,images/0008/00088882_0.png,00088882.json,0.106895,evidence/videocad/notes/h1_proxy_experiment/cache_images/images/0008/00088882_0.png
00157866,medium,images/0015/00157866_0.png,00157866.json,0.139736,evidence/videocad/notes/h1_proxy_experiment/cache_images/images/0015/00157866_0.png
00162559,medium,images/0016/00162559_0.png,00162559.json,0.145367,evidence/videocad/notes/h1_proxy_experiment/cache_images/images/0016/00162559_0.png
00244225,medium,images/0024/00244225_0.png,00244225.json,0.124212,evidence/videocad/notes/h1_proxy_experiment/cache_images/images/0024/00244225_0.png
00098324,medium,images/0009/00098324_0.png,00098324.json,0.210392,evidence/videocad/notes/h1_proxy_experiment/cache_images/images/0009/00098324_0.png
00122641,medium,images/0012/00122641_0.png,00122641.json,0.115928,evidence/videocad/notes/h1_proxy_experiment/cache_images/images/0012/00122641_0.png
00028063,medium,images/0002/00028063_1.png,00028063.json,0.1925,evidence/videocad/notes/h1_proxy_experiment/cache_images/images/0002/00028063_1.png
00053988,medium,images/0005/00053988_0.png,00053988.json,0.110825,evidence/videocad/notes/h1_proxy_experiment/cache_images/images/0005/00053988_0.png
00219902,medium,images/0021/00219902_0.png,00219902.json,0.162386,evidence/videocad/notes/h1_proxy_experiment/cache_images/images/0021/00219902_0.png
00061469,medium,images/0006/00061469_0.png,00061469.json,0.147348,evidence/videocad/notes/h1_proxy_experiment/cache_images/images/0006/00061469_0.png
00122417,medium,images/0012/00122417_0.png,00122417.json,0.125858,evidence/videocad/notes/h1_proxy_experiment/cache_images/images/0012/00122417_0.png
00089630,medium,images/0008/00089630_0.png,00089630.json,0.143578,evidence/videocad/notes/h1_proxy_experiment/cache_images/images/0008/00089630_0.png
00021102,medium,images/0002/00021102_0.png,00021102.json,0.188259,evidence/videocad/notes/h1_proxy_experiment/cache_images/images/0002/00021102_0.png
00242654,medium,images/0024/00242654_0.png,00242654.json,0.100454,evidence/videocad/notes/h1_proxy_experiment/cache_images/images/0024/00242654_0.png
00070885,medium,images/0007/00070885_0.png,00070885.json,0.193442,evidence/videocad/notes/h1_proxy_experiment/cache_images/images/0007/00070885_0.png
00099205,medium,images/0009/00099205_0.png,00099205.json,0.200509,evidence/videocad/notes/h1_proxy_experiment/cache_images/images/0009/00099205_0.png
