sample_group,sample_id,action_json_file,action_json_path,image_count_in_cad,example_image_paths,example_view_indices,event_count,pair_count,unique_action_count,span_ms,extrusion_pair_count,complexity_score,complexity_label
random_stratified_overlap,00090444,00090444.json,evidence/videocad/samples/dataverse/action_json_unpacked/action_json/00090444.json,5,images/0009/00090444_3.png | images/0009/00090444_2.png | images/0009/00090444_0.png | images/0009/00090444_1.png | images/0009/00090444_4.png,"0,1,2,3,4",40,20,4,9430.0,3,0.09892,low
random_stratified_overlap,00104282,00104282.json,evidence/videocad/samples/dataverse/action_json_unpacked/action_json/00104282.json,5,images/0010/00104282_3.png | images/0010/00104282_2.png | images/0010/00104282_4.png | images/0010/00104282_1.png | images/0010/00104282_0.png,"0,1,2,3,4",16,8,4,6155.0,2,0.004123,low
random_stratified_overlap,00107173,00107173.json,evidence/videocad/samples/dataverse/action_json_unpacked/action_json/00107173.json,5,images/0010/00107173_4.png | images/0010/00107173_0.png | images/0010/00107173_3.png | images/0010/00107173_1.png | images/0010/00107173_2.png,"0,1,2,3,4",16,8,4,5458.0,2,0.003354,low
random_stratified_overlap,00107754,00107754.json,evidence/videocad/samples/dataverse/action_json_unpacked/action_json/00107754.json,5,images/0010/00107754_2.png | images/0010/00107754_3.png | images/0010/00107754_0.png | images/0010/00107754_4.png | images/0010/00107754_1.png,"0,1,2,3,4",24,12,4,7874.0,3,0.044746,low
random_stratified_overlap,00122673,00122673.json,evidence/videocad/samples/dataverse/action_json_unpacked/action_json/00122673.json,5,images/0012/00122673_0.png | images/0012/00122673_2.png | images/0012/00122673_1.png | images/0012/00122673_3.png | images/0012/00122673_4.png,"0,1,2,3,4",24,12,4,9308.0,3,0.046327,low
random_stratified_overlap,00131227,00131227.json,evidence/videocad/samples/dataverse/action_json_unpacked/action_json/00131227.json,5,images/0013/00131227_1.png | images/0013/00131227_2.png | images/0013/00131227_3.png | images/0013/00131227_4.png | images/0013/00131227_0.png,"0,1,2,3,4",16,8,4,4638.0,2,0.002451,low
random_stratified_overlap,00135515,00135515.json,evidence/videocad/samples/dataverse/action_json_unpacked/action_json/00135515.json,5,images/0013/00135515_1.png | images/0013/00135515_0.png | images/0013/00135515_2.png | images/0013/00135515_3.png | images/0013/00135515_4.png,"0,1,2,3,4",24,12,4,5531.0,2,0.029664,low
random_stratified_overlap,00137186,00137186.json,evidence/videocad/samples/dataverse/action_json_unpacked/action_json/00137186.json,5,images/0013/00137186_0.png | images/0013/00137186_3.png | images/0013/00137186_2.png | images/0013/00137186_4.png | images/0013/00137186_1.png,"0,1,2,3,4",28,14,4,5571.0,2,0.042823,low
random_stratified_overlap,00138970,00138970.json,evidence/videocad/samples/dataverse/action_json_unpacked/action_json/00138970.json,5,images/0013/00138970_3.png | images/0013/00138970_1.png | images/0013/00138970_4.png | images/0013/00138970_2.png | images/0013/00138970_0.png,"0,1,2,3,4",24,12,4,8499.0,3,0.045435,low
random_stratified_overlap,00168914,00168914.json,evidence/videocad/samples/dataverse/action_json_unpacked/action_json/00168914.json,5,images/0016/00168914_3.png | images/0016/00168914_4.png | images/0016/00168914_1.png | images/0016/00168914_2.png | images/0016/00168914_0.png,"0,1,2,3,4",28,14,4,12167.0,3,0.062592,low
random_stratified_overlap,00191109,00191109.json,evidence/videocad/samples/dataverse/action_json_unpacked/action_json/00191109.json,5,images/0019/00191109_2.png | images/0019/00191109_0.png | images/0019/00191109_1.png | images/0019/00191109_3.png | images/0019/00191109_4.png,"0,1,2,3,4",28,14,4,4505.0,2,0.041649,low
random_stratified_overlap,00201721,00201721.json,evidence/videocad/samples/dataverse/action_json_unpacked/action_json/00201721.json,5,images/0020/00201721_1.png | images/0020/00201721_4.png | images/0020/00201721_0.png | images/0020/00201721_2.png | images/0020/00201721_3.png,"0,1,2,3,4",28,14,4,6730.0,2,0.0441,low
random_stratified_overlap,00214388,00214388.json,evidence/videocad/samples/dataverse/action_json_unpacked/action_json/00214388.json,5,images/0021/00214388_1.png | images/0021/00214388_3.png | images/0021/00214388_0.png | images/0021/00214388_4.png | images/0021/00214388_2.png,"0,1,2,3,4",20,10,4,5875.0,2,0.016929,low
random_stratified_overlap,00249558,00249558.json,evidence/videocad/samples/dataverse/action_json_unpacked/action_json/00249558.json,5,images/0024/00249558_0.png | images/0024/00249558_2.png | images/0024/00249558_3.png | images/0024/00249558_4.png | images/0024/00249558_1.png,"0,1,2,3,4",28,14,4,5729.0,2,0.042997,low
random_stratified_overlap,00269364,00269364.json,evidence/videocad/samples/dataverse/action_json_unpacked/action_json/00269364.json,5,images/0026/00269364_2.png | images/0026/00269364_3.png | images/0026/00269364_0.png | images/0026/00269364_4.png | images/0026/00269364_1.png,"0,1,2,3,4",24,12,4,5461.0,2,0.029587,low
random_stratified_overlap,00277142,00277142.json,evidence/videocad/samples/dataverse/action_json_unpacked/action_json/00277142.json,5,images/0027/00277142_1.png | images/0027/00277142_3.png | images/0027/00277142_2.png | images/0027/00277142_0.png | images/0027/00277142_4.png,"0,1,2,3,4",20,10,4,4203.0,2,0.015086,low
random_stratified_overlap,00280453,00280453.json,evidence/videocad/samples/dataverse/action_json_unpacked/action_json/00280453.json,5,images/0028/00280453_1.png | images/0028/00280453_3.png | images/0028/00280453_0.png | images/0028/00280453_2.png | images/0028/00280453_4.png,"0,1,2,3,4",26,13,4,6199.0,2,0.036958,low
random_stratified_overlap,00300613,00300613.json,evidence/videocad/samples/dataverse/action_json_unpacked/action_json/00300613.json,1,images/0030/00300613_2.png,2,28,14,4,6417.0,2,0.043755,low
random_stratified_overlap,00304236,00304236.json,evidence/videocad/samples/dataverse/action_json_unpacked/action_json/00304236.json,1,images/0030/00304236_3.png,3,44,22,4,6503.0,2,0.096309,low
random_stratified_overlap,00307780,00307780.json,evidence/videocad/samples/dataverse/action_json_unpacked/action_json/00307780.json,2,images/0030/00307780_3.png | images/0030/00307780_4.png,"3,4",28,14,4,5354.0,2,0.042584,low
random_stratified_overlap,00003419,00003419.json,evidence/videocad/samples/dataverse/action_json_unpacked/action_json/00003419.json,5,images/0000/00003419_1.png | images/0000/00003419_2.png | images/0000/00003419_3.png | images/0000/00003419_4.png | images/0000/00003419_0.png,"0,1,2,3,4",48,24,5,10290.0,3,0.201097,medium
random_stratified_overlap,00046338,00046338.json,evidence/videocad/samples/dataverse/action_json_unpacked/action_json/00046338.json,5,images/0004/00046338_2.png | images/0004/00046338_0.png | images/0004/00046338_1.png | images/0004/00046338_4.png | images/0004/00046338_3.png,"0,1,2,3,4",34,17,6,7490.0,2,0.21461,medium
random_stratified_overlap,00046343,00046343.json,evidence/videocad/samples/dataverse/action_json_unpacked/action_json/00046343.json,5,images/0004/00046343_2.png | images/0004/00046343_3.png | images/0004/00046343_1.png | images/0004/00046343_0.png | images/0004/00046343_4.png,"0,1,2,3,4",44,22,4,16435.0,2,0.107254,medium
random_stratified_overlap,00049578,00049578.json,evidence/videocad/samples/dataverse/action_json_unpacked/action_json/00049578.json,5,images/0004/00049578_1.png | images/0004/00049578_4.png | images/0004/00049578_2.png | images/0004/00049578_3.png | images/0004/00049578_0.png,"0,1,2,3,4",60,30,4,13691.0,5,0.194189,medium
random_stratified_overlap,00074959,00074959.json,evidence/videocad/samples/dataverse/action_json_unpacked/action_json/00074959.json,5,images/0007/00074959_2.png | images/0007/00074959_4.png | images/0007/00074959_0.png | images/0007/00074959_3.png | images/0007/00074959_1.png,"0,1,2,3,4",42,21,4,9639.0,3,0.105708,medium
random_stratified_overlap,00081523,00081523.json,evidence/videocad/samples/dataverse/action_json_unpacked/action_json/00081523.json,5,images/0008/00081523_2.png | images/0008/00081523_1.png | images/0008/00081523_3.png | images/0008/00081523_0.png | images/0008/00081523_4.png,"0,1,2,3,4",64,32,4,14042.0,4,0.195191,medium
random_stratified_overlap,00082715,00082715.json,evidence/videocad/samples/dataverse/action_json_unpacked/action_json/00082715.json,5,images/0008/00082715_4.png | images/0008/00082715_2.png | images/0008/00082715_0.png | images/0008/00082715_1.png | images/0008/00082715_3.png,"0,1,2,3,4",68,34,4,8517.0,2,0.177217,medium
random_stratified_overlap,00088043,00088043.json,evidence/videocad/samples/dataverse/action_json_unpacked/action_json/00088043.json,5,images/0008/00088043_3.png | images/0008/00088043_4.png | images/0008/00088043_1.png | images/0008/00088043_2.png | images/0008/00088043_0.png,"0,1,2,3,4",28,14,6,6357.0,2,0.193689,medium
random_stratified_overlap,00092238,00092238.json,evidence/videocad/samples/dataverse/action_json_unpacked/action_json/00092238.json,5,images/0009/00092238_2.png | images/0009/00092238_0.png | images/0009/00092238_3.png | images/0009/00092238_1.png | images/0009/00092238_4.png,"0,1,2,3,4",28,14,5,7135.0,2,0.119547,medium
random_stratified_overlap,00095756,00095756.json,evidence/videocad/samples/dataverse/action_json_unpacked/action_json/00095756.json,5,images/0009/00095756_3.png | images/0009/00095756_0.png | images/0009/00095756_2.png | images/0009/00095756_4.png | images/0009/00095756_1.png,"0,1,2,3,4",42,21,4,7509.0,3,0.10336,medium
random_stratified_overlap,00100850,00100850.json,evidence/videocad/samples/dataverse/action_json_unpacked/action_json/00100850.json,5,images/0010/00100850_0.png | images/0010/00100850_2.png | images/0010/00100850_1.png | images/0010/00100850_4.png | images/0010/00100850_3.png,"0,1,2,3,4",24,12,5,6230.0,2,0.105435,medium
random_stratified_overlap,00104186,00104186.json,evidence/videocad/samples/dataverse/action_json_unpacked/action_json/00104186.json,5,images/0010/00104186_4.png | images/0010/00104186_2.png | images/0010/00104186_1.png | images/0010/00104186_3.png | images/0010/00104186_0.png,"0,1,2,3,4",42,21,4,10251.0,3,0.106382,medium
random_stratified_overlap,00104633,00104633.json,evidence/videocad/samples/dataverse/action_json_unpacked/action_json/00104633.json,5,images/0010/00104633_0.png | images/0010/00104633_2.png | images/0010/00104633_1.png | images/0010/00104633_4.png | images/0010/00104633_3.png,"0,1,2,3,4",48,24,4,10999.0,2,0.114379,medium
random_stratified_overlap,00114186,00114186.json,evidence/videocad/samples/dataverse/action_json_unpacked/action_json/00114186.json,5,images/0011/00114186_0.png | images/0011/00114186_3.png | images/0011/00114186_1.png | images/0011/00114186_2.png | images/0011/00114186_4.png,"0,1,2,3,4",48,24,4,7169.0,2,0.110158,medium
random_stratified_overlap,00120156,00120156.json,evidence/videocad/samples/dataverse/action_json_unpacked/action_json/00120156.json,5,images/0012/00120156_0.png | images/0012/00120156_1.png | images/0012/00120156_4.png | images/0012/00120156_2.png | images/0012/00120156_3.png,"0,1,2,3,4",56,28,4,21268.0,4,0.176924,medium
random_stratified_overlap,00121929,00121929.json,evidence/videocad/samples/dataverse/action_json_unpacked/action_json/00121929.json,5,images/0012/00121929_4.png | images/0012/00121929_1.png | images/0012/00121929_2.png | images/0012/00121929_3.png | images/0012/00121929_0.png,"0,1,2,3,4",26,13,5,4762.0,2,0.110374,medium
random_stratified_overlap,00127197,00127197.json,evidence/videocad/samples/dataverse/action_json_unpacked/action_json/00127197.json,5,images/0012/00127197_0.png | images/0012/00127197_3.png | images/0012/00127197_2.png | images/0012/00127197_4.png | images/0012/00127197_1.png,"0,1,2,3,4",26,13,5,6692.0,2,0.112501,medium
random_stratified_overlap,00138015,00138015.json,evidence/videocad/samples/dataverse/action_json_unpacked/action_json/00138015.json,5,images/0013/00138015_3.png | images/0013/00138015_2.png | images/0013/00138015_4.png | images/0013/00138015_0.png | images/0013/00138015_1.png,"0,1,2,3,4",36,18,5,12535.0,2,0.151727,medium
random_stratified_overlap,00186725,00186725.json,evidence/videocad/samples/dataverse/action_json_unpacked/action_json/00186725.json,5,images/0018/00186725_1.png | images/0018/00186725_3.png | images/0018/00186725_2.png | images/0018/00186725_0.png | images/0018/00186725_4.png,"0,1,2,3,4",32,16,5,6793.0,2,0.132285,medium
random_stratified_overlap,00188402,00188402.json,evidence/videocad/samples/dataverse/action_json_unpacked/action_json/00188402.json,5,images/0018/00188402_0.png | images/0018/00188402_2.png | images/0018/00188402_4.png | images/0018/00188402_1.png | images/0018/00188402_3.png,"0,1,2,3,4",26,13,6,7035.0,2,0.187879,medium
random_stratified_overlap,00193666,00193666.json,evidence/videocad/samples/dataverse/action_json_unpacked/action_json/00193666.json,5,images/0019/00193666_1.png | images/0019/00193666_3.png | images/0019/00193666_2.png | images/0019/00193666_0.png | images/0019/00193666_4.png,"0,1,2,3,4",30,15,5,10934.0,3,0.142791,medium
random_stratified_overlap,00201110,00201110.json,evidence/videocad/samples/dataverse/action_json_unpacked/action_json/00201110.json,5,images/0020/00201110_0.png | images/0020/00201110_2.png | images/0020/00201110_4.png | images/0020/00201110_1.png | images/0020/00201110_3.png,"0,1,2,3,4",46,23,5,10720.0,5,0.220014,medium
random_stratified_overlap,00213577,00213577.json,evidence/videocad/samples/dataverse/action_json_unpacked/action_json/00213577.json,5,images/0021/00213577_3.png | images/0021/00213577_4.png | images/0021/00213577_1.png | images/0021/00213577_2.png | images/0021/00213577_0.png,"0,1,2,3,4",38,19,5,8721.0,3,0.166581,medium
random_stratified_overlap,00243015,00243015.json,evidence/videocad/samples/dataverse/action_json_unpacked/action_json/00243015.json,5,images/0024/00243015_2.png | images/0024/00243015_3.png | images/0024/00243015_4.png | images/0024/00243015_0.png | images/0024/00243015_1.png,"0,1,2,3,4",34,17,5,6209.0,2,0.138198,medium
random_stratified_overlap,00245418,00245418.json,evidence/videocad/samples/dataverse/action_json_unpacked/action_json/00245418.json,5,images/0024/00245418_4.png | images/0024/00245418_0.png | images/0024/00245418_1.png | images/0024/00245418_3.png | images/0024/00245418_2.png,"0,1,2,3,4",50,25,5,9505.0,4,0.21929,medium
random_stratified_overlap,00256790,00256790.json,evidence/videocad/samples/dataverse/action_json_unpacked/action_json/00256790.json,5,images/0025/00256790_2.png | images/0025/00256790_4.png | images/0025/00256790_1.png | images/0025/00256790_3.png | images/0025/00256790_0.png,"0,1,2,3,4",44,22,5,9460.0,2,0.174568,medium
random_stratified_overlap,00264592,00264592.json,evidence/videocad/samples/dataverse/action_json_unpacked/action_json/00264592.json,5,images/0026/00264592_3.png | images/0026/00264592_0.png | images/0026/00264592_1.png | images/0026/00264592_2.png | images/0026/00264592_4.png,"0,1,2,3,4",36,18,5,10698.0,3,0.162203,medium
random_stratified_overlap,00268672,00268672.json,evidence/videocad/samples/dataverse/action_json_unpacked/action_json/00268672.json,5,images/0026/00268672_0.png | images/0026/00268672_3.png | images/0026/00268672_4.png | images/0026/00268672_2.png | images/0026/00268672_1.png,"0,1,2,3,4",42,21,4,8823.0,3,0.104808,medium
random_stratified_overlap,00285795,00285795.json,evidence/videocad/samples/dataverse/action_json_unpacked/action_json/00285795.json,5,images/0028/00285795_2.png | images/0028/00285795_1.png | images/0028/00285795_0.png | images/0028/00285795_3.png | images/0028/00285795_4.png,"0,1,2,3,4",56,28,4,13786.0,4,0.168679,medium
random_stratified_overlap,00288360,00288360.json,evidence/videocad/samples/dataverse/action_json_unpacked/action_json/00288360.json,5,images/0028/00288360_0.png | images/0028/00288360_1.png | images/0028/00288360_2.png | images/0028/00288360_3.png | images/0028/00288360_4.png,"0,1,2,3,4",60,30,4,11820.0,2,0.154628,medium
random_stratified_overlap,00017901,00017901.json,evidence/videocad/samples/dataverse/action_json_unpacked/action_json/00017901.json,5,images/0001/00017901_0.png | images/0001/00017901_4.png | images/0001/00017901_1.png | images/0001/00017901_2.png | images/0001/00017901_3.png,"0,1,2,3,4",78,39,4,24391.0,5,0.264997,high
random_stratified_overlap,00022095,00022095.json,evidence/videocad/samples/dataverse/action_json_unpacked/action_json/00022095.json,4,images/0002/00022095_1.png | images/0002/00022095_2.png | images/0002/00022095_3.png | images/0002/00022095_0.png,"0,1,2,3",60,30,5,19297.0,6,0.287867,high
random_stratified_overlap,00036459,00036459.json,evidence/videocad/samples/dataverse/action_json_unpacked/action_json/00036459.json,5,images/0003/00036459_3.png | images/0003/00036459_1.png | images/0003/00036459_4.png | images/0003/00036459_0.png | images/0003/00036459_2.png,"0,1,2,3,4",52,26,6,10639.0,3,0.289597,high
random_stratified_overlap,00044636,00044636.json,evidence/videocad/samples/dataverse/action_json_unpacked/action_json/00044636.json,5,images/0004/00044636_2.png | images/0004/00044636_4.png | images/0004/00044636_3.png | images/0004/00044636_0.png | images/0004/00044636_1.png,"0,1,2,3,4",54,27,6,9804.0,3,0.295234,high
random_stratified_overlap,00051244,00051244.json,evidence/videocad/samples/dataverse/action_json_unpacked/action_json/00051244.json,5,images/0005/00051244_1.png | images/0005/00051244_3.png | images/0005/00051244_0.png | images/0005/00051244_4.png | images/0005/00051244_2.png,"0,1,2,3,4",98,49,4,15722.0,5,0.321018,high
random_stratified_overlap,00051903,00051903.json,evidence/videocad/samples/dataverse/action_json_unpacked/action_json/00051903.json,5,images/0005/00051903_2.png | images/0005/00051903_4.png | images/0005/00051903_0.png | images/0005/00051903_1.png | images/0005/00051903_3.png,"0,1,2,3,4",122,61,6,32788.0,8,0.606013,high
random_stratified_overlap,00053903,00053903.json,evidence/videocad/samples/dataverse/action_json_unpacked/action_json/00053903.json,5,images/0005/00053903_1.png | images/0005/00053903_4.png | images/0005/00053903_2.png | images/0005/00053903_0.png | images/0005/00053903_3.png,"0,1,2,3,4",60,30,5,13023.0,5,0.268453,high
random_stratified_overlap,00055496,00055496.json,evidence/videocad/samples/dataverse/action_json_unpacked/action_json/00055496.json,5,images/0005/00055496_2.png | images/0005/00055496_0.png | images/0005/00055496_1.png | images/0005/00055496_3.png | images/0005/00055496_4.png,"0,1,2,3,4",76,38,5,16110.0,6,0.336814,high
random_stratified_overlap,00055575,00055575.json,evidence/videocad/samples/dataverse/action_json_unpacked/action_json/00055575.json,5,images/0005/00055575_4.png | images/0005/00055575_3.png | images/0005/00055575_0.png | images/0005/00055575_1.png | images/0005/00055575_2.png,"0,1,2,3,4",54,27,5,12644.0,5,0.248363,high
random_stratified_overlap,00059492,00059492.json,evidence/videocad/samples/dataverse/action_json_unpacked/action_json/00059492.json,5,images/0005/00059492_1.png | images/0005/00059492_2.png | images/0005/00059492_4.png | images/0005/00059492_3.png | images/0005/00059492_0.png,"0,1,2,3,4",76,38,4,11868.0,4,0.232139,high
random_stratified_overlap,00060659,00060659.json,evidence/videocad/samples/dataverse/action_json_unpacked/action_json/00060659.json,5,images/0006/00060659_0.png | images/0006/00060659_1.png | images/0006/00060659_3.png | images/0006/00060659_4.png | images/0006/00060659_2.png,"0,1,2,3,4",62,31,6,17203.0,3,0.329617,high
random_stratified_overlap,00081365,00081365.json,evidence/videocad/samples/dataverse/action_json_unpacked/action_json/00081365.json,5,images/0008/00081365_0.png | images/0008/00081365_1.png | images/0008/00081365_4.png | images/0008/00081365_3.png | images/0008/00081365_2.png,"0,1,2,3,4",56,28,5,13258.0,4,0.243097,high
random_stratified_overlap,00086781,00086781.json,evidence/videocad/samples/dataverse/action_json_unpacked/action_json/00086781.json,5,images/0008/00086781_0.png | images/0008/00086781_1.png | images/0008/00086781_3.png | images/0008/00086781_2.png | images/0008/00086781_4.png,"0,1,2,3,4",86,43,4,13367.0,5,0.279078,high
random_stratified_overlap,00088077,00088077.json,evidence/videocad/samples/dataverse/action_json_unpacked/action_json/00088077.json,5,images/0008/00088077_0.png | images/0008/00088077_1.png | images/0008/00088077_2.png | images/0008/00088077_3.png | images/0008/00088077_4.png,"0,1,2,3,4",86,43,5,16078.0,4,0.344566,high
random_stratified_overlap,00101548,00101548.json,evidence/videocad/samples/dataverse/action_json_unpacked/action_json/00101548.json,5,images/0010/00101548_0.png | images/0010/00101548_3.png | images/0010/00101548_4.png | images/0010/00101548_2.png | images/0010/00101548_1.png,"0,1,2,3,4",40,20,6,9738.0,3,0.249259,high
random_stratified_overlap,00103974,00103974.json,evidence/videocad/samples/dataverse/action_json_unpacked/action_json/00103974.json,5,images/0010/00103974_2.png | images/0010/00103974_3.png | images/0010/00103974_4.png | images/0010/00103974_0.png | images/0010/00103974_1.png,"0,1,2,3,4",64,32,6,22090.0,5,0.36656,high
random_stratified_overlap,00105196,00105196.json,evidence/videocad/samples/dataverse/action_json_unpacked/action_json/00105196.json,5,images/0010/00105196_3.png | images/0010/00105196_1.png | images/0010/00105196_4.png | images/0010/00105196_2.png | images/0010/00105196_0.png,"0,1,2,3,4",38,19,6,9386.0,3,0.242314,high
random_stratified_overlap,00114888,00114888.json,evidence/videocad/samples/dataverse/action_json_unpacked/action_json/00114888.json,5,images/0011/00114888_1.png | images/0011/00114888_2.png | images/0011/00114888_3.png | images/0011/00114888_0.png | images/0011/00114888_4.png,"0,1,2,3,4",82,41,4,15842.0,5,0.268691,high
random_stratified_overlap,00153996,00153996.json,evidence/videocad/samples/dataverse/action_json_unpacked/action_json/00153996.json,5,images/0015/00153996_2.png | images/0015/00153996_3.png | images/0015/00153996_4.png | images/0015/00153996_1.png | images/0015/00153996_0.png,"0,1,2,3,4",106,53,6,39301.0,3,0.498231,high
random_stratified_overlap,00154747,00154747.json,evidence/videocad/samples/dataverse/action_json_unpacked/action_json/00154747.json,5,images/0015/00154747_0.png | images/0015/00154747_4.png | images/0015/00154747_1.png | images/0015/00154747_2.png | images/0015/00154747_3.png,"0,1,2,3,4",64,32,6,21775.0,6,0.378712,high
random_stratified_overlap,00163488,00163488.json,evidence/videocad/samples/dataverse/action_json_unpacked/action_json/00163488.json,5,images/0016/00163488_2.png | images/0016/00163488_4.png | images/0016/00163488_0.png | images/0016/00163488_3.png | images/0016/00163488_1.png,"0,1,2,3,4",60,30,5,22879.0,3,0.254314,high
random_stratified_overlap,00187843,00187843.json,evidence/videocad/samples/dataverse/action_json_unpacked/action_json/00187843.json,5,images/0018/00187843_3.png | images/0018/00187843_1.png | images/0018/00187843_4.png | images/0018/00187843_2.png | images/0018/00187843_0.png,"0,1,2,3,4",66,33,6,14126.0,4,0.351841,high
random_stratified_overlap,00191706,00191706.json,evidence/videocad/samples/dataverse/action_json_unpacked/action_json/00191706.json,5,images/0019/00191706_3.png | images/0019/00191706_2.png | images/0019/00191706_0.png | images/0019/00191706_1.png | images/0019/00191706_4.png,"0,1,2,3,4",48,24,5,22200.0,4,0.226722,high
random_stratified_overlap,00197754,00197754.json,evidence/videocad/samples/dataverse/action_json_unpacked/action_json/00197754.json,5,images/0019/00197754_0.png | images/0019/00197754_2.png | images/0019/00197754_1.png | images/0019/00197754_3.png | images/0019/00197754_4.png,"0,1,2,3,4",94,47,4,27245.0,3,0.295601,high
random_stratified_overlap,00200803,00200803.json,evidence/videocad/samples/dataverse/action_json_unpacked/action_json/00200803.json,5,images/0020/00200803_0.png | images/0020/00200803_2.png | images/0020/00200803_3.png | images/0020/00200803_4.png | images/0020/00200803_1.png,"0,1,2,3,4",78,39,6,38205.0,6,0.44272,high
random_stratified_overlap,00242816,00242816.json,evidence/videocad/samples/dataverse/action_json_unpacked/action_json/00242816.json,5,images/0024/00242816_4.png | images/0024/00242816_2.png | images/0024/00242816_1.png | images/0024/00242816_0.png | images/0024/00242816_3.png,"0,1,2,3,4",80,40,5,11620.0,3,0.307481,high
random_stratified_overlap,00264335,00264335.json,evidence/videocad/samples/dataverse/action_json_unpacked/action_json/00264335.json,5,images/0026/00264335_3.png | images/0026/00264335_1.png | images/0026/00264335_0.png | images/0026/00264335_2.png | images/0026/00264335_4.png,"0,1,2,3,4",118,59,4,17498.0,5,0.388549,high
random_stratified_overlap,00269473,00269473.json,evidence/videocad/samples/dataverse/action_json_unpacked/action_json/00269473.json,5,images/0026/00269473_2.png | images/0026/00269473_3.png | images/0026/00269473_1.png | images/0026/00269473_0.png | images/0026/00269473_4.png,"0,1,2,3,4",64,32,6,14481.0,4,0.345675,high
random_stratified_overlap,00271858,00271858.json,evidence/videocad/samples/dataverse/action_json_unpacked/action_json/00271858.json,5,images/0027/00271858_0.png | images/0027/00271858_1.png | images/0027/00271858_2.png | images/0027/00271858_3.png | images/0027/00271858_4.png,"0,1,2,3,4",80,40,5,14061.0,4,0.322671,high
random_stratified_overlap,00305978,00305978.json,evidence/videocad/samples/dataverse/action_json_unpacked/action_json/00305978.json,2,images/0030/00305978_1.png | images/0030/00305978_4.png,"1,4",90,45,5,37790.0,9,0.444107,high
top15_overlap_high,00161424,00161424.json,evidence/videocad/samples/dataverse/action_json_unpacked/action_json/00161424.json,5,images/0016/00161424_0.png | images/0016/00161424_2.png | images/0016/00161424_1.png | images/0016/00161424_3.png | images/0016/00161424_4.png,"0,1,2,3,4",136,68,6,47299.0,9,0.680405,high
