sample_group,sample_id,action_json_file,action_json_path,event_count,pair_count,unique_action_count,span_ms,line_pair_count,sketch_pair_count,curve_pair_count,extrusion_pair_count,complexity_score,complexity_label
confirm_set_600,00445392,00445392.json,evidence/videocad/samples/dataverse/action_json_unpacked/action_json/00445392.json,28,14,4,5493.0,8,2,2,2,0.042737,low
confirm_set_600,00446855,00446855.json,evidence/videocad/samples/dataverse/action_json_unpacked/action_json/00446855.json,20,10,4,5204.0,0,3,2,2,0.016189,low
confirm_set_600,00448659,00448659.json,evidence/videocad/samples/dataverse/action_json_unpacked/action_json/00448659.json,24,12,4,5216.0,6,2,2,2,0.029317,low
confirm_set_600,00453349,00453349.json,evidence/videocad/samples/dataverse/action_json_unpacked/action_json/00453349.json,24,12,4,6179.0,0,4,2,2,0.030378,low
confirm_set_600,00459949,00459949.json,evidence/videocad/samples/dataverse/action_json_unpacked/action_json/00459949.json,32,16,4,6190.0,10,2,2,2,0.05662,low
confirm_set_600,00461465,00461465.json,evidence/videocad/samples/dataverse/action_json_unpacked/action_json/00461465.json,22,11,5,6964.0,4,2,2,2,0.099686,low
confirm_set_600,00466138,00466138.json,evidence/videocad/samples/dataverse/action_json_unpacked/action_json/00466138.json,20,10,4,3710.0,0,3,2,2,0.014543,low
confirm_set_600,00466903,00466903.json,evidence/videocad/samples/dataverse/action_json_unpacked/action_json/00466903.json,28,14,4,5832.0,8,2,2,2,0.043111,low
confirm_set_600,00468749,00468749.json,evidence/videocad/samples/dataverse/action_json_unpacked/action_json/00468749.json,28,14,4,6312.0,8,2,2,2,0.04364,low
confirm_set_600,00480306,00480306.json,evidence/videocad/samples/dataverse/action_json_unpacked/action_json/00480306.json,28,14,4,6529.0,8,2,2,2,0.043879,low
confirm_set_600,00482041,00482041.json,evidence/videocad/samples/dataverse/action_json_unpacked/action_json/00482041.json,22,11,5,6751.0,4,2,2,2,0.099451,low
confirm_set_600,00482854,00482854.json,evidence/videocad/samples/dataverse/action_json_unpacked/action_json/00482854.json,32,16,4,10013.0,0,4,4,4,0.085833,low
confirm_set_600,00484603,00484603.json,evidence/videocad/samples/dataverse/action_json_unpacked/action_json/00484603.json,28,14,4,6698.0,8,2,2,2,0.044065,low
confirm_set_600,00489189,00489189.json,evidence/videocad/samples/dataverse/action_json_unpacked/action_json/00489189.json,28,14,4,8201.0,8,2,2,2,0.045721,low
confirm_set_600,00501922,00501922.json,evidence/videocad/samples/dataverse/action_json_unpacked/action_json/00501922.json,16,8,4,4397.0,0,2,2,2,0.002185,low
confirm_set_600,00508427,00508427.json,evidence/videocad/samples/dataverse/action_json_unpacked/action_json/00508427.json,24,12,4,7887.0,0,4,2,2,0.032261,low
confirm_set_600,00522404,00522404.json,evidence/videocad/samples/dataverse/action_json_unpacked/action_json/00522404.json,28,14,4,7910.0,8,2,2,2,0.045401,low
confirm_set_600,00560995,00560995.json,evidence/videocad/samples/dataverse/action_json_unpacked/action_json/00560995.json,22,11,5,5562.0,4,2,2,2,0.098141,low
confirm_set_600,00562652,00562652.json,evidence/videocad/samples/dataverse/action_json_unpacked/action_json/00562652.json,24,12,4,7222.0,0,3,3,3,0.044028,low
confirm_set_600,00576516,00576516.json,evidence/videocad/samples/dataverse/action_json_unpacked/action_json/00576516.json,28,14,4,6104.0,8,2,2,2,0.043411,low
confirm_set_600,00580518,00580518.json,evidence/videocad/samples/dataverse/action_json_unpacked/action_json/00580518.json,22,11,5,5763.0,4,2,2,2,0.098363,low
confirm_set_600,00583793,00583793.json,evidence/videocad/samples/dataverse/action_json_unpacked/action_json/00583793.json,36,18,4,5896.0,12,2,2,2,0.069411,low
confirm_set_600,00591359,00591359.json,evidence/videocad/samples/dataverse/action_json_unpacked/action_json/00591359.json,24,12,4,5678.0,0,4,2,2,0.029826,low
confirm_set_600,00593707,00593707.json,evidence/videocad/samples/dataverse/action_json_unpacked/action_json/00593707.json,34,17,4,6892.0,11,2,2,2,0.063951,low
confirm_set_600,00595325,00595325.json,evidence/videocad/samples/dataverse/action_json_unpacked/action_json/00595325.json,26,13,4,5666.0,7,2,2,2,0.036371,low
confirm_set_600,00595753,00595753.json,evidence/videocad/samples/dataverse/action_json_unpacked/action_json/00595753.json,16,8,4,4945.0,0,2,2,2,0.002789,low
confirm_set_600,00601929,00601929.json,evidence/videocad/samples/dataverse/action_json_unpacked/action_json/00601929.json,36,18,4,7628.0,12,2,2,2,0.071319,low
confirm_set_600,00603108,00603108.json,evidence/videocad/samples/dataverse/action_json_unpacked/action_json/00603108.json,26,13,4,6325.0,7,2,2,2,0.037097,low
confirm_set_600,00607161,00607161.json,evidence/videocad/samples/dataverse/action_json_unpacked/action_json/00607161.json,44,22,4,8927.0,16,2,2,2,0.09898,low
confirm_set_600,00617983,00617983.json,evidence/videocad/samples/dataverse/action_json_unpacked/action_json/00617983.json,16,8,4,7647.0,0,2,2,2,0.005767,low
confirm_set_600,00621605,00621605.json,evidence/videocad/samples/dataverse/action_json_unpacked/action_json/00621605.json,20,10,5,6316.0,2,2,2,2,0.092415,low
confirm_set_600,00625610,00625610.json,evidence/videocad/samples/dataverse/action_json_unpacked/action_json/00625610.json,24,12,4,4701.0,0,4,2,2,0.02875,low
confirm_set_600,00628025,00628025.json,evidence/videocad/samples/dataverse/action_json_unpacked/action_json/00628025.json,28,14,4,7670.0,8,2,2,2,0.045136,low
confirm_set_600,00640071,00640071.json,evidence/videocad/samples/dataverse/action_json_unpacked/action_json/00640071.json,24,12,4,6106.0,0,4,2,2,0.030298,low
confirm_set_600,00644281,00644281.json,evidence/videocad/samples/dataverse/action_json_unpacked/action_json/00644281.json,16,8,4,4647.0,0,2,2,2,0.002461,low
confirm_set_600,00646909,00646909.json,evidence/videocad/samples/dataverse/action_json_unpacked/action_json/00646909.json,24,12,4,7744.0,0,3,3,3,0.044603,low
confirm_set_600,00655627,00655627.json,evidence/videocad/samples/dataverse/action_json_unpacked/action_json/00655627.json,16,8,4,4659.0,0,2,2,2,0.002474,low
confirm_set_600,00660974,00660974.json,evidence/videocad/samples/dataverse/action_json_unpacked/action_json/00660974.json,24,12,4,6712.0,0,4,2,2,0.030966,low
confirm_set_600,00672102,00672102.json,evidence/videocad/samples/dataverse/action_json_unpacked/action_json/00672102.json,28,14,4,6577.0,8,2,2,2,0.043932,low
confirm_set_600,00675655,00675655.json,evidence/videocad/samples/dataverse/action_json_unpacked/action_json/00675655.json,28,14,4,6010.0,8,2,2,2,0.043307,low
confirm_set_600,00685355,00685355.json,evidence/videocad/samples/dataverse/action_json_unpacked/action_json/00685355.json,28,14,4,6291.0,8,2,2,2,0.043617,low
confirm_set_600,00686257,00686257.json,evidence/videocad/samples/dataverse/action_json_unpacked/action_json/00686257.json,22,11,5,3361.0,4,2,2,2,0.095716,low
confirm_set_600,00689155,00689155.json,evidence/videocad/samples/dataverse/action_json_unpacked/action_json/00689155.json,28,14,4,7365.0,8,2,2,2,0.0448,low
confirm_set_600,00702894,00702894.json,evidence/videocad/samples/dataverse/action_json_unpacked/action_json/00702894.json,42,21,4,8264.0,14,3,2,2,0.091692,low
confirm_set_600,00708215,00708215.json,evidence/videocad/samples/dataverse/action_json_unpacked/action_json/00708215.json,28,14,4,5883.0,8,2,2,2,0.043167,low
confirm_set_600,00709418,00709418.json,evidence/videocad/samples/dataverse/action_json_unpacked/action_json/00709418.json,24,12,4,5439.0,0,4,2,2,0.029563,low
confirm_set_600,00713546,00713546.json,evidence/videocad/samples/dataverse/action_json_unpacked/action_json/00713546.json,36,18,4,9980.0,12,2,2,2,0.073911,low
confirm_set_600,00715838,00715838.json,evidence/videocad/samples/dataverse/action_json_unpacked/action_json/00715838.json,20,10,4,4175.0,0,3,2,2,0.015055,low
confirm_set_600,00721658,00721658.json,evidence/videocad/samples/dataverse/action_json_unpacked/action_json/00721658.json,38,19,4,12894.0,12,3,2,2,0.08368,low
confirm_set_600,00722999,00722999.json,evidence/videocad/samples/dataverse/action_json_unpacked/action_json/00722999.json,24,12,4,4990.0,0,4,2,2,0.029068,low
confirm_set_600,00726914,00726914.json,evidence/videocad/samples/dataverse/action_json_unpacked/action_json/00726914.json,36,18,4,7391.0,12,2,2,2,0.071058,low
confirm_set_600,00728584,00728584.json,evidence/videocad/samples/dataverse/action_json_unpacked/action_json/00728584.json,28,14,4,9607.0,0,4,3,3,0.059771,low
confirm_set_600,00732268,00732268.json,evidence/videocad/samples/dataverse/action_json_unpacked/action_json/00732268.json,22,11,5,5676.0,4,2,2,2,0.098267,low
confirm_set_600,00735063,00735063.json,evidence/videocad/samples/dataverse/action_json_unpacked/action_json/00735063.json,28,14,4,7149.0,8,2,2,2,0.044562,low
confirm_set_600,00737687,00737687.json,evidence/videocad/samples/dataverse/action_json_unpacked/action_json/00737687.json,28,14,4,6989.0,8,2,2,2,0.044386,low
confirm_set_600,00738127,00738127.json,evidence/videocad/samples/dataverse/action_json_unpacked/action_json/00738127.json,16,8,4,5555.0,0,2,2,2,0.003461,low
confirm_set_600,00738741,00738741.json,evidence/videocad/samples/dataverse/action_json_unpacked/action_json/00738741.json,28,14,4,5631.0,8,2,2,2,0.042889,low
confirm_set_600,00738770,00738770.json,evidence/videocad/samples/dataverse/action_json_unpacked/action_json/00738770.json,28,14,4,4244.0,8,2,2,2,0.041361,low
confirm_set_600,00745710,00745710.json,evidence/videocad/samples/dataverse/action_json_unpacked/action_json/00745710.json,20,10,4,5871.0,0,3,2,2,0.016924,low
confirm_set_600,00746218,00746218.json,evidence/videocad/samples/dataverse/action_json_unpacked/action_json/00746218.json,28,14,4,6224.0,8,2,2,2,0.043543,low
confirm_set_600,00746989,00746989.json,evidence/videocad/samples/dataverse/action_json_unpacked/action_json/00746989.json,22,11,5,5420.0,4,2,2,2,0.097985,low
confirm_set_600,00751604,00751604.json,evidence/videocad/samples/dataverse/action_json_unpacked/action_json/00751604.json,16,8,4,4138.0,0,2,2,2,0.0019,low
confirm_set_600,00755988,00755988.json,evidence/videocad/samples/dataverse/action_json_unpacked/action_json/00755988.json,28,14,4,5416.0,8,2,2,2,0.042652,low
confirm_set_600,00765406,00765406.json,evidence/videocad/samples/dataverse/action_json_unpacked/action_json/00765406.json,28,14,4,4872.0,8,2,2,2,0.042053,low
confirm_set_600,00766376,00766376.json,evidence/videocad/samples/dataverse/action_json_unpacked/action_json/00766376.json,24,12,4,6527.0,0,3,3,3,0.043262,low
confirm_set_600,00772164,00772164.json,evidence/videocad/samples/dataverse/action_json_unpacked/action_json/00772164.json,28,14,4,9593.0,0,4,3,3,0.059755,low
confirm_set_600,00776906,00776906.json,evidence/videocad/samples/dataverse/action_json_unpacked/action_json/00776906.json,36,18,4,8451.0,12,2,2,2,0.072226,low
confirm_set_600,00779308,00779308.json,evidence/videocad/samples/dataverse/action_json_unpacked/action_json/00779308.json,30,15,4,5178.0,9,2,2,2,0.048948,low
confirm_set_600,00779369,00779369.json,evidence/videocad/samples/dataverse/action_json_unpacked/action_json/00779369.json,28,14,4,5831.0,8,2,2,2,0.04311,low
confirm_set_600,00784158,00784158.json,evidence/videocad/samples/dataverse/action_json_unpacked/action_json/00784158.json,38,19,4,8747.0,10,3,3,3,0.09161,low
confirm_set_600,00790983,00790983.json,evidence/videocad/samples/dataverse/action_json_unpacked/action_json/00790983.json,28,14,4,8185.0,8,2,2,2,0.045704,low
confirm_set_600,00792305,00792305.json,evidence/videocad/samples/dataverse/action_json_unpacked/action_json/00792305.json,28,14,4,3694.0,8,2,2,2,0.040755,low
confirm_set_600,00801302,00801302.json,evidence/videocad/samples/dataverse/action_json_unpacked/action_json/00801302.json,30,15,4,8557.0,9,2,2,2,0.052671,low
confirm_set_600,00807984,00807984.json,evidence/videocad/samples/dataverse/action_json_unpacked/action_json/00807984.json,28,14,4,6519.0,8,2,2,2,0.043868,low
confirm_set_600,00811509,00811509.json,evidence/videocad/samples/dataverse/action_json_unpacked/action_json/00811509.json,38,19,4,6397.0,12,3,2,2,0.07652,low
confirm_set_600,00814305,00814305.json,evidence/videocad/samples/dataverse/action_json_unpacked/action_json/00814305.json,28,14,4,8369.0,8,2,2,2,0.045907,low
confirm_set_600,00815204,00815204.json,evidence/videocad/samples/dataverse/action_json_unpacked/action_json/00815204.json,38,19,4,6044.0,12,3,2,2,0.076131,low
confirm_set_600,00820970,00820970.json,evidence/videocad/samples/dataverse/action_json_unpacked/action_json/00820970.json,24,12,4,7250.0,0,4,2,2,0.031559,low
confirm_set_600,00822654,00822654.json,evidence/videocad/samples/dataverse/action_json_unpacked/action_json/00822654.json,40,20,4,9328.0,14,2,2,2,0.086308,low
confirm_set_600,00823783,00823783.json,evidence/videocad/samples/dataverse/action_json_unpacked/action_json/00823783.json,28,14,4,6260.0,8,2,2,2,0.043582,low
confirm_set_600,00830577,00830577.json,evidence/videocad/samples/dataverse/action_json_unpacked/action_json/00830577.json,44,22,4,8305.0,16,2,2,2,0.098295,low
confirm_set_600,00830937,00830937.json,evidence/videocad/samples/dataverse/action_json_unpacked/action_json/00830937.json,28,14,4,7165.0,8,2,2,2,0.04458,low
confirm_set_600,00831170,00831170.json,evidence/videocad/samples/dataverse/action_json_unpacked/action_json/00831170.json,38,19,4,4815.0,12,3,2,2,0.074777,low
confirm_set_600,00834615,00834615.json,evidence/videocad/samples/dataverse/action_json_unpacked/action_json/00834615.json,22,11,5,5713.0,4,2,2,2,0.098308,low
confirm_set_600,00835127,00835127.json,evidence/videocad/samples/dataverse/action_json_unpacked/action_json/00835127.json,24,12,4,7804.0,0,4,2,2,0.032169,low
confirm_set_600,00839476,00839476.json,evidence/videocad/samples/dataverse/action_json_unpacked/action_json/00839476.json,28,14,4,6716.0,8,2,2,2,0.044085,low
confirm_set_600,00842393,00842393.json,evidence/videocad/samples/dataverse/action_json_unpacked/action_json/00842393.json,16,8,4,4508.0,0,2,2,2,0.002308,low
confirm_set_600,00844951,00844951.json,evidence/videocad/samples/dataverse/action_json_unpacked/action_json/00844951.json,28,14,4,6441.0,8,2,2,2,0.043782,low
confirm_set_600,00860321,00860321.json,evidence/videocad/samples/dataverse/action_json_unpacked/action_json/00860321.json,24,12,4,3624.0,0,4,2,2,0.027563,low
confirm_set_600,00862149,00862149.json,evidence/videocad/samples/dataverse/action_json_unpacked/action_json/00862149.json,28,14,4,6220.0,8,2,2,2,0.043538,low
confirm_set_600,00864209,00864209.json,evidence/videocad/samples/dataverse/action_json_unpacked/action_json/00864209.json,36,18,4,5080.0,12,2,2,2,0.068512,low
confirm_set_600,00871443,00871443.json,evidence/videocad/samples/dataverse/action_json_unpacked/action_json/00871443.json,28,14,4,5142.0,8,2,2,2,0.04235,low
confirm_set_600,00875314,00875314.json,evidence/videocad/samples/dataverse/action_json_unpacked/action_json/00875314.json,20,10,4,5207.0,0,3,2,2,0.016193,low
confirm_set_600,00877310,00877310.json,evidence/videocad/samples/dataverse/action_json_unpacked/action_json/00877310.json,20,10,4,9463.0,0,3,2,2,0.020883,low
confirm_set_600,00877802,00877802.json,evidence/videocad/samples/dataverse/action_json_unpacked/action_json/00877802.json,28,14,4,9117.0,8,2,2,2,0.046731,low
confirm_set_600,00880284,00880284.json,evidence/videocad/samples/dataverse/action_json_unpacked/action_json/00880284.json,28,14,4,6272.0,8,2,2,2,0.043596,low
confirm_set_600,00881155,00881155.json,evidence/videocad/samples/dataverse/action_json_unpacked/action_json/00881155.json,30,15,4,6692.0,9,2,2,2,0.050616,low
confirm_set_600,00881771,00881771.json,evidence/videocad/samples/dataverse/action_json_unpacked/action_json/00881771.json,24,12,4,9606.0,0,3,3,3,0.046655,low
confirm_set_600,00893931,00893931.json,evidence/videocad/samples/dataverse/action_json_unpacked/action_json/00893931.json,28,14,4,7326.0,0,4,3,3,0.057257,low
